レコードの開始行,レコード番号,会社名,TEL,営業担当者名,見込み時期,業界,顧客ランク,住所,案件名,更新者,作成者,更新日時,作成日時,案件名,活動日,新規/既存[新規],新規/既存[既存],先方担当部署名,社内関係者,販売品目,ステータス,活動内容,文字列 (複数行),受注確度（活動日で変動）,見込み時期,見込額,受注金額
,75,会社V,,担当者003,2026/3/31,製造,年商：100億円以上,某所, DX伴走支援案件,担当者003,担当者003,2026/2/18 9:56,2025/12/18 18:16,DX伴走支援,2026/1/27,,1,企画管理部,"担当者001
担当者002",生成AI伴走サービス,提案,メール　チャット,"人物021さんより連絡いただく。
先方からの連絡まち
次回接触できるよう対応中",50%,2026/3/31,30000000,0
,75,会社V,,担当者003,2026/3/31,製造,年商：100億円以上,某所, DX伴走支援案件,担当者003,担当者003,2026/2/18 9:56,2025/12/18 18:16,DX伴走支援,2026/2/18,,1,企画管理部,"担当者001
担当者002",生成AI伴走サービス,提案,メール　チャット,"株式会社
人物033様

お世話になります。
当社の人物A02です。

謹んで新年のお慶びを申し上げます。
旧年中は格別のご高配を賜り、厚く御礼申し上げます。
引き続き本案件以外にも何かお困りごとやご検討中の案件がございましたら、お気軽にお声がけください。

以前下記メールでご連絡をいただいたように令和８年１月?メンバーへの共有タイミングを予定していらっしゃったかと思いますが、現状既にご共有はいただいているご状況でしょうか。
また、来週以降もしくは3月中など貴社皆様のご都合の良い日時にてご挨拶できればと思っております。
お手すきの際で構いませんので、現在の貴社ご状況及びスケジュールについて教えていただけますと幸いです。

皆様のご健勝と貴社のますますのご繁栄を心よりお祈り申し上げます。
本年もどうぞよろしくお願いいたします。",50%,2026/3/31,30000000,0
*,74,会社W,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,XC-Gate（製造現場のDX化案件）※代理店販売,担当者003,担当者003,2026/1/7 8:27,2025/12/18 18:11,XC-Gate（製造現場のDX化案件）,2025/11/30,1,,技術部,,DX案件,見積,訪問,"製造現場の下記帳票を紙から電子にしたいことのニーズをキャッチし提案中。
アナログから電子化したい帳票は下記
・検査成績書（社内及び客先資料）
・工事完了書（客先資料）
・出張報告書（社内資料）※経費精算には関係ない
・設備の検査成績書（社内及び客先資料）

各社パッケージの比較表を作成し、より先方にあるものを一緒に提案したことで1社トライアル進行中。
1月12日までトライアルであり、2月に導入の判断予定。
",70%,2026/1/30,1376500,0
,74,会社W,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,XC-Gate（製造現場のDX化案件）※代理店販売,担当者003,担当者003,2026/1/7 8:27,2025/12/18 18:11,XC-Gate（製造現場のDX化案件）,2025/12/26,,1,技術部,,DX案件,見積,メール　チャット,"トライアル期間中ではあるが、受注確度や今後の進め方などメールで確認中。確認後テクノツリー社に共有予定。
前回（11月）にヒアリング時には競合と比較して利用しやすそうと判断いただいており、受注確度は高いと仰っていた。が再度確認中",70%,2026/1/30,1376500,0
,74,会社W,,担当者003,2026/1/30,製造,年商：10億円?100億円,某所,XC-Gate（製造現場のDX化案件）※代理店販売,担当者003,担当者003,2026/1/7 8:27,2025/12/18 18:11,XC-Gate（製造現場のDX化案件）,2026/1/7,,1,技術部,,DX案件,見積,電話,"１月中で年始挨拶訪問の日程調整中。
訪問の際に本案件やXC－Gateについての検討状況について確認予定。",90%,2026/1/30,1376500,0
*,73,会社X,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,,担当者010,担当者010,2026/1/19 18:37,2025/12/18 17:26,会社X,2025/12/18,1,,営業部,,生成AI伴走サービス,提案,訪問,事例紹介やヒアリングを定期的に実施、紹介依頼および医療協自体の受注が得られるよう提案中,30%,,1500000,1500000
,73,会社X,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,,担当者010,担当者010,2026/1/19 18:37,2025/12/18 17:26,会社X,2026/1/19,1,,営業部,,生成AI伴走サービス,提案,訪問,今年は事務長会議の中でAIの研修を行いたいそうで、研修を実施するにあたって相談があればいつでも連絡くださいと伝えている。,30%,,1500000,1500000
*,72,会社Y,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：100億円以上,某所,AI伴走サービス,担当者010,担当者010,2026/1/19 19:46,2025/12/18 17:23,AI伴走サービス,2025/12/16,1,,営業部,,システム受託,提案,訪問,施設の稼働表最適化や入居者の重要書類を読み上げる動画等提案予定,50%,2025/12/16,2000000,0
,72,会社Y,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：100億円以上,某所,AI伴走サービス,担当者010,担当者010,2026/1/19 19:46,2025/12/18 17:23,AI伴走サービス,2026/1/16,1,,営業部,,システム受託,初回訪問,訪問,"重要書類を読み上げる動画について提案。
次回、どこかしらの施設長を呼ぶからとのことで、挨拶させていただく。
稼働表の最適化についても継続してヒアリング実施。",30%,2026/1/16,1000000,0
*,71,会社Z,000-0000-0000,担当者010,2025/12/18,製造,年商：100億円以上,某所,採用サイト動画作成,担当者010,担当者010,2025/12/29 14:41,2025/12/18 17:19,採用サイト動画作成,2025/12/18,1,,営業部,,WEBサイト制作,提案,オンライン,採用サイトの動画制作に興味を持っていただくも、当時提案していた方が退職され失注。,30%,2025/10/30,2500000,0
*,70,会社27,000-0000-0000,担当者010,2025/12/18,,年商：100億円以上,某所,AIサポートデスク,担当者010,担当者010,2025/12/29 14:40,2025/12/18 17:16,AIサポートデスク,2025/10/31,1,,営業部,担当者011,生成AI伴走サービス,提案,オンライン,DX推進するための部署は存在しないが、AIを使って何かできないかと上層部が興味を示している。ただ、内製化にこだわっているため失注。,30%,,1000000,0
*,69,会社28,000-0000-0000,担当者010,2025/12/18,,年商：10億円?100億円,某所,書きあげクン,担当者010,担当者010,2025/12/29 14:38,2025/12/18 17:12,書きあげクン,2025/12/18,1,,営業部,担当者011,書きあげクン,失注,オンライン,トライアルいただくも、専門用語に対応しておらず活用できないとのことで失注,30%,2025/10/27,132000,0
*,68,会社29,000-0000-0000,担当者010,2025/12/18,製造,年商：1億円?10億円,某所,書きあげクン,担当者010,担当者010,2025/12/29 14:37,2025/12/18 17:07,書きあげクン,2025/12/15,1,,営業部,担当者002,書きあげクン,提案,訪問,書きあげクントライアルもご満足いただける精度ではなく、Difyで作ったものを再提案予定,30%,,132000,0
*,67,会社30,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：10億円?100億円,某所,AIサポートデスク,担当者010,担当者010,2025/12/29 14:36,2025/12/18 17:00,AIサポートデスク,2025/8/5,1,,営業部,担当者002,AIサポートデスク,失注,訪問,当時のプランだと使えないということでプラン見直しを実施したが、訪問から１カ月以上空いてしまい、失注,30%,,200000,0
*,66,会社31,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,Webサイトセキュリティチェック,担当者010,担当者010,2025/12/29 12:53,2025/12/18 16:47,Webサイトセキュリティチェック,2025/6/16,,1,営業部,,WEBサイト制作,受注,訪問,Webサイトセキュリティチェック,90%,,30000,30000
*,65,会社32,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：10億円?100億円,某所,書きあげクン,担当者010,担当者010,2026/2/3 20:11,2025/12/18 16:43,書きあげクン,2025/12/22,1,,営業部,担当者011,書きあげクン,提案,訪問,"12/12～22トライアル
他の会議や研究で使用したいとのことで継続して検討中",50%,,132000,132000
,65,会社32,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：10億円?100億円,某所,書きあげクン,担当者010,担当者010,2026/2/3 20:11,2025/12/18 16:43,システム開発,2026/2/3,1,,営業部,,システム受託,提案,訪問,"DX推進について進捗ヒアリング。
現在、法人本部ではDX推進に向けた取り組みとして、毎月定例を行っているとのこと。
担当者も毎月時間が合えば出席するようにと上司に言われて参加している。
次回上司の方にも挨拶させていただき、何かお役に立てることはないかヒアリングさせてもらえないか相談中。
とにかく「研修をしたい」「開発をしたい」等話があがってきた際はすぐに連絡をしてもらえるよう依頼。",30%,2026/2/3,2000000,0
*,64,会社32,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：10億円?100億円,某所,Webサイト制作,担当者010,担当者010,2025/12/29 12:44,2025/12/18 16:40,Webサイト制作,2025/8/25,1,,営業部,担当者004,WEBサイト制作,失注,訪問,"グループ全体のWebサイト制作。
コンペ参加するも不採用",50%,,14350000,0
*,63,会社31,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,Webサイト更新,担当者010,担当者010,2025/12/29 12:42,2025/12/18 16:36,Webサイト更新,2025/5/23,,1,営業部,,WEBサイト制作,失注,訪問,産婦人科YouTube動画　認証付きページ作成の依頼があり、見積書を提示も先方の方向性が定まらずペンディング,50%,,50000,0
*,62,会社33,000-0000-0000,担当者010,2025/12/18,,年商：100億円以上,某所,文字起こし（追加機能開発）,担当者010,担当者010,2025/12/29 12:40,2025/12/18 16:31,文字起こし（追加機能開発）,2025/6/13,,1,営業部,担当者011,システム受託,受注,訪問,文字起こしシステムについて追加機能開発,90%,,120000,120000
*,61,会社33,000-0000-0000,担当者010,2025/12/18,,年商：100億円以上,某所,文字起こし,担当者010,担当者010,2025/12/29 11:17,2025/12/18 16:15,文字起こし,2025/11/12,,1,営業部,担当者011,システム受託,失注,オンライン,"文字起こしのシステム開発および保守業務
保守　月額１０万",30%,,900000,900000
*,60,会社34,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円未満,某所,Webサイト保守,担当者010,担当者010,2026/1/19 19:49,2025/12/18 16:08,Webサイト保守,2025/12/18,,1,営業部,,WEBサイト制作,契約,オンライン,"Webサイト保守
月額２万",90%,,240000,240000
,60,会社34,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円未満,某所,Webサイト保守,担当者010,担当者010,2026/1/19 19:49,2025/12/18 16:08,Webサイト保守,2026/1/16,,1,営業部,,システム受託,初回訪問,オンライン,"定例にてWebサイトの修正依頼あり。
追加費用についてマネージドサービス部に確認次第、見積書作成、提案予定",30%,,0,0
*,59,会社34,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円未満,某所,Webサイト制作,担当者010,担当者010,2025/12/29 11:07,2025/12/18 15:52,Webサイト制作,2025/5/23,,1,営業部,,WEBサイト制作,受注,訪問,Webサイト制作,90%,,310000,310000
*,58,会社35,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,Webサイト制作,担当者010,担当者010,2025/12/29 11:05,2025/12/18 15:49,Webサイト制作,2025/11/14,,1,営業部,,WEBサイト制作,受注,オンライン,Webサイト制作,90%,,833000,833000
*,57,会社35,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,Webサイト保守,担当者010,担当者010,2025/12/29 11:03,2025/12/18 15:43,Webサイト保守,2025/12/11,,1,営業部,,WEBサイト制作,契約,オンライン,"Webサイト保守
月額３万",90%,,360000,360000
*,56,会社36,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,書きあげクン,担当者010,担当者010,2026/1/28 10:29,2025/12/18 15:39,書きあげクン,2025/12/16,,1,営業部,,書きあげクン,契約,訪問,"書きあげクン　
月額32,000円",90%,,384000,384000
,56,会社36,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,書きあげクン,担当者010,担当者010,2026/1/28 10:29,2025/12/18 15:39,システム開発,2026/1/28,,1,営業部,,システム受託,初回訪問,訪問,4月から法人本部を強化。今までは各施設ごとにバラバラで運営していたが、社会福法人として統率を取る予定とのこと。業務効率化できるシステム等、法人本部に展開→全グループ施設へ横展開の可能性が高くなったので、引き続き情報収集をして提案するものを検討する,30%,2026/1/28,2000000,0
*,55,会社36,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,Webサイト保守,担当者010,担当者010,2025/12/29 11:01,2025/12/18 15:34,Webサイト保守,2025/12/16,,1,営業部,,WEBサイト制作,契約,訪問,"Webサイト保守
月額５万",90%,,600000,600000
*,54,会社31,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,空電プッシュ,担当者010,担当者010,2025/12/29 10:23,2025/12/18 15:31,空電プッシュ,2025/6/25,,1,営業部,,DX案件,契約,訪問,"通信会社X02が提供しているサービス
月額４万円
利用に応じて金額変動あり",90%,,480000,480000
*,53,会社31,000-0000-0000,担当者010,2025/12/18,医療/介護,年商：1億円?10億円,某所,Webサイト保守,担当者010,担当者010,2025/12/29 10:51,2025/12/18 15:10,Webサイト保守,2025/12/16,,1,営業部,,システム受託,契約,訪問,Webサイト保守,90%,,600000,600000
*,52,会社37,000-0000-0000,担当者010,2025/12/18,運輸物流,年商：1億円?10億円,某所,コンサルティング,担当者010,担当者010,2025/12/29 10:50,2025/12/18 15:05,コンサルティング,2025/12/23,,1,営業部,,DX案件,契約,訪問,DX案件等、お手伝いできることがないか月１訪問でヒアリング,90%,,156000,156000
*,51,会社37,000-0000-0000,担当者010,2025/12/18,運輸物流,年商：1億円?10億円,某所,走行データ分析システム,担当者010,担当者010,2025/12/29 10:38,2025/12/18 11:47,走行データ分析システム,2025/6/30,,1,営業部,,システム受託,契約,訪問,走行データ分析システム,90%,,1780000,1780000
*,50,会社37,000-0000-0000,担当者010,2025/12/18,運輸物流,年商：1億円?10億円,某所,ラストワンマイルアプリケーション保守,担当者010,担当者010,2025/12/29 10:30,2025/12/18 11:27,ラストワンマイルアプリケーション保守,2025/12/23,,1,営業部,,システム受託,契約,訪問,"地図アプリ
保守費用：１万/月",90%,,120000,120000
*,49,会社38,,担当者003,2025/12/31,製造,年商：10億円?100億円,,システム受託案件,担当者003,担当者003,2025/12/29 9:59,2025/12/17 18:28,システム受託案件,2025/3/31,1,,管理部,,システム受託,失注,オンライン,"個別開発案件
現場での写真整理案件
整理されていない画像フォルダ（ほぼ同じ写真が複数枚保存されている状態）をAIを活用して整理できる仕組みを作成したい
見積もり提示まで実施。
会社方針でペンディング",30%,2026/3/31,3000000,0
*,48,会社39,,担当者003,2025/9/30,,年商：100億円以上,,AIサポートデスク,担当者003,担当者003,2025/12/29 10:00,2025/12/17 18:06,AIサポートデスク,2025/4/30,1,,管理部,,AIサポートデスク,失注,訪問,"AIサポートデスク提案先
トライアル対応後失注",30%,,1440000,0
*,47,会社40,,担当者003,2025/12/31,,年商：100億円以上,,AIサポートデスク,担当者003,担当者003,2025/12/29 10:00,2025/12/17 17:57,AIサポートデスク,2025/7/31,1,,経営企画本部,,AIサポートデスク,失注,訪問,"AIサポートデスク提案先
トライアル対応後失注",30%,2026/3/31,1440000,0
*,46,会社41,,担当者003,2025/12/31,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:09,2025/12/17 17:55,書きあげクン案件,2025/6/30,1,,経営企画室,,書きあげクン,失注,訪問,"書きあげクン検討先
費用感提示するも会社事情にてペンディング",30%,2026/3/31,484000,0
*,45,会社42,,担当者003,2025/12/31,製造,年商：100億円以上,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:44,2025/12/17 17:53,書きあげクン案件,2025/8/22,1,,QCT部,,書きあげクン,失注,オンライン,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,44,会社43,,担当者003,2025/12/31,運輸物流,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:02,2025/12/17 17:49,書きあげクン案件,2025/10/31,1,,監査部,,書きあげクン,失注,オンライン,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,43,会社44,,担当者003,2025/9/30,,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:02,2025/12/17 17:48,書きあげクン案件,2025/10/31,1,,本部事務局,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,42,会社45,,担当者003,2025/12/31,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:03,2025/12/17 17:46,書きあげクン案件,2025/8/31,1,,企画室,,書きあげクン,失注,オンライン,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,41,会社46,,担当者003,2025/8/29,医療/介護,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:03,2025/12/17 17:44,書きあげクン案件,2025/9/30,1,,企画部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,40,会社47,,担当者003,2025/8/29,,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:04,2025/12/17 17:42,書きあげクン案件,2025/7/31,1,,事業開発部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,39,会社48,,担当者003,2025/8/29,医療/介護,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2026/3/4 10:21,2025/12/17 17:41,書きあげクン案件,2025/6/30,1,,研究部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
,39,会社48,,担当者003,2025/8/29,医療/介護,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2026/3/4 10:21,2025/12/17 17:41,書きあげクン案件,2026/3/4,,1,研究部,,DX案件,引き合い,メール　チャット,"3月13日（金）訪問予定。
書きあげクンについては一度失注しているものの、DX推進については引き続き継続しており、文字起こし以外に潜在的にニーズがないかをヒアリングや情報交換を予定。",30%,2026/12/31,1000000,0
*,38,会社49,,担当者003,2026/1/30,製造,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2026/2/16 18:00,2025/12/17 17:39,書きあげクン案件,2025/8/31,1,,人事部,"担当者002
担当者011",書きあげクン,初回訪問,訪問,"書きあげクン検討先
ランチMTGの要約を効率化したい意向。
人物034さん同席のもとプロンプト設定など詳細ヒアリング済み。
人物034さん目線で、先方の要望を実現可能であることで回答済みであり、音声データ受領。成果物を提出予定",30%,,484000,0
,38,会社49,,担当者003,2026/1/30,製造,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2026/2/16 18:00,2025/12/17 17:39,書きあげクン案件,2025/12/25,,1,人事部,,書きあげクン,提案,メール　チャット,"要約内容について、ランチMTGで出た題材とそこででた意見や結果を要約してほしい意向をいただく。人物034さんから先方にプロンプトの設定で対応可能とお伝えいただいたことで人物034さん対応中。
25日に社内打ち合わせして事前確認を行ったが求めているものとは少し差異があり再度対応中。
12月の対応は難しいとのことで提示は1月予定。",30%,2026/1/31,484000,0
,38,会社49,,担当者003,2026/1/30,製造,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2026/2/16 18:00,2025/12/17 17:39,書きあげクン案件,2026/1/8,,1,人事部,担当者002,書きあげクン,提案,その他,"人物034さん、人物011さんと社内MTG
⇒先方に提示する成果物の修正を人物034さんに依頼していて、その修正結果を共有いただいた。顧客への提示及び説明可能な状態と確認できた為、並行して会社49に訪問日程調整中。",30%,2026/1/31,484000,0
,38,会社49,,担当者003,2026/1/30,製造,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2026/2/16 18:00,2025/12/17 17:39,書きあげクン案件,2026/1/8,,1,人事部,,書きあげクン,提案,メール　チャット,"次回1月16日の15時訪問で確定。
担当の人物035様以外にも人物036様と人物037様が参加予定。ランチMTGは今後継続されることで効率化されることを期待されており訪問時詳細も説明予定。",30%,2026/1/8,484000,0
,38,会社49,,担当者003,2026/1/30,製造,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2026/2/16 18:00,2025/12/17 17:39,書きあげクン案件,2026/2/4,,1,人事部,担当者002,書きあげクン,提案,訪問,"人事部：人物035様、人物037様、人物036様
【内容】
音声データの要約結果及び分析についてご説明。
結果、先方の求めるレベルまでは到達せず一先ずやんわりと謝絶。
ただ、ランチMTGの要約は難しそうだが（会社の課題を引き上げたいが要約されてきていない）、通常の会議ではもしかすると導入効果がある可能性もあり、音声データを探してみるので、過去のデータが見つかり次第で通常会議の音声データをいただけるとのこと。
受領次第で再度対応し提示予定。

人事部では人事システム以外にも
ワークフローシステム、
年末調整、
経費精算、
就業システム
などバラバラでそれらに入っている情報を人間がデータを全て確認して1つの分析情報としてまとめている。
最終的に資料やレポートにしている。
⇒この部分をどうにか効率化出来れば良いなと感じている。
会社としてすごくアナログな会社なので、文化として普段の業務に疑問を持つことのアンテナが弱いと感じている。
なので、どのような課題があるか？と問われるよりかは、他業種でこんなことが事例としてあります。という情報をいただければ確認して「あ！これはうちの部署はある！」とニーズが抽出しやすいかなと仰せ。
退職届が届いたらPDF化してメールに添付してメールを送付する⇒など単純作業を効率化できるのではないかなどいうアンテナさえ課題に感じられない状況。
DX推進部署
⇒製造現場の方が削減時間の結果が見えやすいので、バックオフィスよりおそらくそちらに話が言っている。
為、人事部とDX推進部の関係はあまりない。",30%,2026/2/4,484000,0
,38,会社49,,担当者003,2026/1/30,製造,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2026/2/16 18:00,2025/12/17 17:39,書きあげクン案件,2026/2/16,,1,人事部,担当者002,書きあげクン,提案,訪問,"人物035様

お世話になります。
当社の人物A02です。

先日はお時間をいただきまして誠にありがとうございました。
既にご提示させていただきましたが、改めてプロンプトを修正して要約してみましたのでご参考に送付させていただきます。
話している内容についてはおおむね洗い出せているかと思います。ただ、要約というと情報量が多いと感じられたり、時系列ではまとまっていないなどお客様毎の好みによりご意見があられるかと思います。
お手数おかけいたしますが、お手すきの際にご確認いただきまして率直にご意見いただけますと幸いです。
最初にお見せした内容と打って変わった内容になっている通り、プロンプトの修正でＡＩが選ぶ内容も大きく変動いたします。
ぜひ参考にしていただけますと幸いです。

引き続き何卒よろしくお願いいたします。

当社　人物A02
",30%,2026/2/16,484000,0
*,37,会社50,,担当者003,2025/7/31,,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:05,2025/12/17 17:35,書きあげクン案件,2025/4/30,1,,取締役,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,36,会社51,,担当者003,2025/7/31,,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:05,2025/12/17 17:34,書きあげクン案件,2025/5/31,1,,総務部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,35,会社J,,担当者003,2025/7/31,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:06,2025/12/17 17:32,書きあげクン案件,2025/5/31,1,,総務部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,34,会社38,,担当者003,2025/6/30,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:06,2025/12/17 17:30,書きあげクン案件,2025/4/30,1,,総務部,,書きあげクン,失注,オンライン,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,33,会社52,,担当者003,2025/5/30,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:06,2025/12/17 17:28,書きあげクン案件,2025/8/31,1,,取締役,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,32,会社53,,担当者003,2025/5/30,運輸物流,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:07,2025/12/17 17:26,書きあげクン案件,2025/4/30,1,,取締役,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,31,会社54,,担当者003,2025/5/30,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:07,2025/12/17 17:24,書きあげクン案件,2025/2/28,1,,経理部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,30,会社55,,担当者003,2025/5/30,システム開発,年商：100億円以上,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:08,2025/12/17 17:22,書きあげクン案件,2025/4/30,1,,教育総合研究所,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,29,会社56,,担当者003,2025/5/30,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:08,2025/12/17 17:21,書きあげクン案件,2025/6/30,1,,財務部長,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,28,会社57,,担当者003,2025/12/17,,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:09,2025/12/17 17:18,書きあげクン案件,2025/6/30,1,,管理部,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,27,会社58,,担当者003,2025/12/17,金融,年商：100億円以上,某所,書きあげクン案件,担当者003,担当者003,2025/12/29 10:42,2025/12/17 17:17,書きあげクン案件,2025/7/31,1,,総務部,,書きあげクン,受注,訪問,"書きあげクン提案先
トライアル対応後受注",90%,2025/7/31,484000,484000
*,26,会社59,,担当者003,2025/12/17,製造,年商：10億円?100億円,某所,書きあげクン案件,担当者003,担当者003,2025/12/29 10:43,2025/12/17 17:15,書きあげクン案件,2025/6/30,1,,技術部,,書きあげクン,受注,訪問,"書きあげクン提案先
トライアル対応後受注",70%,2025/6/30,484000,484000
*,25,会社60,,担当者003,2025/4/30,製造,年商：10億円?100億円,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:11,2025/12/17 17:13,書きあげクン案件,2025/9/30,1,,執行役員,,書きあげクン,失注,訪問,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,24,会社61,,担当者003,2025/4/30,,年商：100億円以上,,書きあげクン案件,担当者003,担当者003,2025/12/29 10:11,2025/12/17 17:11,書きあげクン案件,2025/5/31,1,,社長室,,書きあげクン,失注,オンライン,"書きあげクン提案先
トライアル対応後失注",30%,2025/12/31,484000,0
*,23,会社62,000-0000-0000,担当者001,2025/12/17,金融,年商：100億円以上,某所,暗号資産証拠金取引システム導入,担当者001,担当者001,2026/3/12 9:45,2025/12/17 9:49,暗号資産証拠金取引システム導入,2025/12/17,1,,未定（アイティーディレクト株式会社）,,金融システム開発,初回訪問,オンライン,"アイティーディレクト株式会社人物A07氏
のセキュリティ顧問先の会社にて
暗号資産CFDを検討中。
NDA締結後詳細を聞く。
現物は既にサービスあり。現時点では内製を進めている。半年後ローンチを目指している。",50%,,100000000,0
,23,会社62,000-0000-0000,担当者001,2025/12/17,金融,年商：100億円以上,某所,暗号資産証拠金取引システム導入,担当者001,担当者001,2026/3/12 9:45,2025/12/17 9:49,暗号資産証拠金取引システム導入,2025/12/23,1,,未定（アイティーディレクト株式会社）,,金融システム開発,引き合い,メール　チャット,NDA雛形チェック。次回エンドユーザーとのMTGをセット。,50%,,100000000,0
,23,会社62,000-0000-0000,担当者001,2025/12/17,金融,年商：100億円以上,某所,暗号資産証拠金取引システム導入,担当者001,担当者001,2026/3/12 9:45,2025/12/17 9:49,暗号資産証拠金取引システム導入,2026/1/5,1,,リスク管理担当役員　人物A04取締役,,金融システム開発,初回訪問,訪問,"コインチェック社とは初面談
詳細についてヒアリング。
内製か外注かで判断する資料作成のため
システム担当宛て訪問し詳細資料確認する。２月中旬までに決断したいとのこと。
第一種金融商品取引業登録のためにもシステム要件必要とのこと。こちらも協力できるか検討。
１/8　人物038さん　人物002さんにてCC訪問予定。
",70%,2026/1/7,100000000,1800000
,23,会社62,000-0000-0000,担当者001,2025/12/17,金融,年商：100億円以上,某所,暗号資産証拠金取引システム導入,担当者001,担当者001,2026/3/12 9:45,2025/12/17 9:49,暗号資産証拠金取引システム導入,2026/1/29,1,,リスク管理担当役員　人物A04取締役,,システム受託,提案,訪問,"競合シンプレクスと外部委託先として競合のため提案を行う。
",70%,2026/1/29,100000000,0
